Nothing,One more time?
thank you for your information,It was my duty to reveal informations about the college with you.Do you Want to join to our College.
yes,"Thank you for your interest to join to our college.To join Please fill the google form <a href=""https://docs.google.com/forms/d/e/1FAIpQLSf3maXO4kXjAXrTYZspGI82bIgOOgE2EGxSjIAGOS4kGbWwsw/viewform"">MBC Registration</a>"
Hello,Hi! Nice to se you.Welcome To MBC CHAT BOT.How Can I Help you?
hai,hello
courses offfered,"There are mainly Five Streams in BTech,ie Computer Science and Engineering(60 Seats),Electrical and Electronics Engineering(60 Seats),Electronics and Communication Engineering(60 Seats),Civil Engineering(60 Seats),Mechanical Engineering(60 Seats)..Which course do you prefer?<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('CSE Department')"";>CSE</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('EEE Department')"";>EEE</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('EC Department')"";>EC</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('ME Department')"";>ME </a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('CE Department')"";>CE </a><br>.Do you want to join to our college Please fill the google form: <a href=""https://docs.google.com/forms/d/e/1FAIpQLSf3maXO4kXjAXrTYZspGI82bIgOOgE2EGxSjIAGOS4kGbWwsw/viewform"">MBC Registration</a>"
Hello,Hi! Nice to se you.Welcome To MBC CHAT BOT.How Can I Help you?
hai,Hello! How can I help you
courses offered,"There are mainly Five Streams in BTech,ie Computer Science and Engineering(60 Seats),Electrical and Electronics Engineering(60 Seats),Electronics and Communication Engineering(60 Seats),Civil Engineering(60 Seats),Mechanical Engineering(60 Seats)..Which course do you prefer?<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('CSE Department')"";>CSE</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('EEE Department')"";>EEE</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('EC Department')"";>EC</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('ME Department')"";>ME </a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('CE Department')"";>CE </a><br>.Do you want to join to our college Please fill the google form: <a href=""https://docs.google.com/forms/d/e/1FAIpQLSf3maXO4kXjAXrTYZspGI82bIgOOgE2EGxSjIAGOS4kGbWwsw/viewform"">MBC Registration</a>"
hello,Hi! Nice to se you.Welcome To MBC CHAT BOT.How Can I Help you?
Hello,Hi! Nice to se you.Welcome To MBC CHAT BOT.How Can I Help you?
CSE Department,"The Computer Science Engineering degree programme at MBC is specifically designed for those students who want a special emphasis on both the hardware and software sector associated with the incorporation of digital devices and microprocessors into various systems and products. The mission of the dept. with its qualified and experienced teaching community, is to bring out high caliber professionals with confidence to create a better world with a perfect blend of technical excellence, technological achievement, communication skills and human values.The department is equipped with infrastructure and facilities to match the very best in the country. The department remains committed towards its vision and mission. The department also takes initiative in conducting co-curricular and extracurricular activities along with the academics.The Department currently has twelve faculty members. Faculty members are highly qualified and exposed in specialized areas. The fast changing scenario in Information Technology necesssitates the Department to actively extend its research and development activities that include the major areas of research in Computer Science. To enhnace knowledge the Department frequently conduct technical invited talks, seminars, workshops and development programs.The Department has successsfully setup an IoT Lab facility, under the IoT Reseach Group.--------------------------------------------------------------------------------------------------                                                                                                                                                          Head of Department:Pof.Annie Chacko  <img src=""https://www.mbcpeermade.com/userfiles/faculty/ea94e05af0024214aee91966b6096a40.jpg"">---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------                                                                                                                                                                                                                                                                                                              Other faculities are:------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 1)Dr. Shibu K R
Associate Professor
Area of Specialization:Wireless Ad-Hoc Networks <img src=""https://www.mbcpeermade.com/userfiles/faculty/3043e3e58f0747dbb9bf86c6ee005595.jpg"">----------------------------------------------------------------------------------------------
2)Prof. Josmy George
Assistant Professor
Area of Specialization:Object Oriented Programming, Web Security.<img src=""https://www.mbcpeermade.com/userfiles/faculty/825d0f130bfd486ebb8192b71b5ada21.jpg"">----------------------------------------------------------------------------------------------------------------------------------------------------------
3)Prof. Ushus Mariya Joseph
Assistant Professor<img src=""https://www.mbcpeermade.com/userfiles/faculty/99e397bd62134928b693cab00901259e.jpg"">----------------------------------------------------------------------------------------------
4)Prof. Sijimol A.S.
Assistant Professor
Area of Specialization:Computer Networks, Soft Computing <img src=""https://www.mbcpeermade.com/userfiles/faculty/d4b8f3ffc7f04b81b31fd66926103326.jpg"">----------------------------------------------------------                                                                                                                                                                                                                                                                                                                                          5)Rahul Ajithkumar
Assistant Professor
Area of Specialization:IoT, Machine Learning <img src=""https://www.mbcpeermade.com/userfiles/faculty/551d3662d5b1451b980ccd0a84cbb197.jpg"" >-----------------------------------------------------------------------------------------------                                                                                                                                                                                                                                                                                                                                                                                                                            6)Anju Rachel Oommen
Assistant Professor
Area of Specialization:Image Processing, Compiler Design<img src=""https://www.mbcpeermade.com/userfiles/faculty/08643b31c5dc44429db4c7f72d83a8ba.jpg"">-------------------------------------------------------------------------------------------------------------------------------------------------------                                                                                                                                                                                                                                                                                                                                                                                                       7)Aryalakshmi R.
Assistant Professor                     
Area of Specialization:Web Application Security Machine Learning <img src=""https://www.mbcpeermade.com/userfiles/faculty/4795b28c1d754281bff089def043a7a0.jpg"">   -----------------------------                                                                                                                                                                                                     8)Detty M Panicker
Assistant Professor
Area of Specialization:Machine Learning, operating systems <img src=""https://www.mbcpeermade.com/userfiles/faculty/2d6eae50ee8b40719b13916a57e9e0fb.jpg"">-------------------------------------------------------------------------                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    9)Mr. Deepu Jacob
System Administrator
Area of Specialization-:Computer Applications, Computer Hardware  <img src=""https://www.mbcpeermade.com/userfiles/faculty/4005aa902c9c4b21b594dda9e437d323.jpg"">--------------------------------------------------------------------------------------------------------------------                                                                                                                                                                                                 
10)Ms. Thejal Laly Jose
Area of Specialization:Computer Programming<img src=""https://www.mbcpeermade.com/userfiles/faculty/c0299af0f35e4c81b8683cca4f0563e8.jpg"">-----------------------------------------------------------------------------------------------------------------------------------------------------------------                                                                                                                                                                                                                                                                                                                                                                                       11)Ms. Jomy Alex
Lab Instructor 
Area of Specialization:Computer Programming, Computer Application <img src=""https://www.mbcpeermade.com/userfiles/faculty/bdc6ac5d821741d0b266bb81df19dd73.jpg"">------------------------------------------                                                                                                                                                                                                                                                                                                                                                                            12)Ms. Asha V K
Lab Instructor <img src=""https://www.mbcpeermade.com/userfiles/faculty/ea22158f7aa0443dba629665ced966a1.jpg"">-------------------------------------------------------------------                                                                                                                                                                                                                                                                                                                                                                                 13)Mr. Manoj Mathew
Lab Instructor
Area of Specialization:Computer Programming, Computer Hardware<img src=""https://www.mbcpeermade.com/userfiles/faculty/3a6e0e97478f4d3d99b460c039a01188.jpg"">                                                                                                                                                               "
EEE Department,"The Department of Electrical & Electronics Engineering was started in 2002 with an annual intake of 60 students. The Department of Electrical & Electronics Engineering is stuffed by the right proportion of senior and experienced professors on one hand and young and vibrant juniors on other, fathom the alerting needs of society through research projects and industry institute interaction. The majority of the department's graduates are employed in electronic, communication, computer, power, oil & petro-chemical and consulting industries.Excellent lab facilities are provided to familiarize all the necessary equipment and tools are familiarized in a detailed manner under this stream. Regular seminars and industry interaction programmes organized by the department helps the students to have a better idea regarding the modern technological trends and developments. The committed faculty and staff are fully geared up to deliver the best electrical engineers with core technical knowledge as well as professional skill, by offering value added educational experience through quality instructions.Hence the primary objective of this department is to deliver the best electrical engineers emphasizing their role in research, design, implement and improvement of electrical systems, with an acuity in issues including teamwork, leadership, safety, ethics, service, economics etc. in professional organizations.                                                                                                                                   Head of Department:Dr. V.I. George<img src=""https://www.mbcpeermade.com/userfiles/faculty/278e35cebcce4417bf083d414dc38ce6.jpg"">                                                                                                                                                                                                                                                                                                                          Other Faculities are:-----------------------------------------------------------------------------------------------------------------------------------------                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               1)Prof. Sneha Priya Sebastian
Assistant Professor<img src=""https://www.mbcpeermade.com/userfiles/faculty/a1c41de5403c4ac09efb153d81e9608c.jpg"">-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------2)Prof. Resmara S
Assistant Professor
Area of Specialization:Industrial Engineering & Management<img src=""https://www.mbcpeermade.com/userfiles/faculty/8c0790d649b54b9fb63281e99ed6f97e.jpg"">--------------------------------------------------------------------------------------------------------------------------------------------------------------------3)Prof. Fini Fathima
Assistant Professor
Area of Specialization:Power System & Power Electronics<img src=""https://www.mbcpeermade.com/userfiles/faculty/375f542e53c64d6381132bc92a84f0fe.jpg"">-------------------------------------------------------------------------------------------------------------------------------------------------------------------------4)Prof. Griesh R
Assistant Professor
Area of Specialization:Power Electronics & Drives<img src=""https://www.mbcpeermade.com/userfiles/faculty/460d1959ef7c45a7800acbf2d373ee68.jpg"">----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------5)Prof. Arun Lal L
Assistant Professor
Area of Specialization:Power Electronics & Control<img src=""https://www.mbcpeermade.com/userfiles/faculty/8506905b1c9c42939aad2ad4340814c6.jpg"">---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------6)Mr. Raju T.M.
Lab Instructor Grade II
Area of Specialization:Electrical Engineering<img src=""https://www.mbcpeermade.com/userfiles/faculty/38c9b34545c04604b28a96d86ba21407.jpg"">----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------                                                                                         7)Mr. Mobin M
Lab Instructor Grade II
Area of Specialization:Applied electronics & Instrumentation<img src=""https://www.mbcpeermade.com/userfiles/faculty/e43861fa0e8a408da2dbbc058573a488.jpg"">-------------------------------------------------------------------------------------------------------------------------------------------------------------------                                                                                         8)Mr. Noble Baby
Lab Assistant
Area of Specialization:Design and installation of Electric Circuits<img src=""https://www.mbcpeermade.com/userfiles/faculty/73d0508423a34e1d981eb24911a08b2d.jpg"">"
Hello,Hi! Nice to se you.Welcome To MBC CHAT BOT.How Can I Help you?
hai,Hello! How can I help you
hello,Hi! Nice to se you.Welcome To MBC CHAT BOT.How Can I Help you?
courses offered,"There are mainly Five Streams in BTech,ie Computer Science and Engineering(60 Seats),Electrical and Electronics Engineering(60 Seats),Electronics and Communication Engineering(60 Seats),Civil Engineering(60 Seats),Mechanical Engineering(60 Seats)..Which course do you prefer?<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('CSE Department')"";>CSE</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('EEE Department')"";>EEE</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('EC Department')"";>EC</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('ME Department')"";>ME </a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('CE Department')"";>CE </a><br>.Do you want to join to our college Please fill the google form: <a href=""https://docs.google.com/forms/d/e/1FAIpQLSf3maXO4kXjAXrTYZspGI82bIgOOgE2EGxSjIAGOS4kGbWwsw/viewform"">MBC Registration</a>"
EC Department,"The Electronics and Communication Engineering department was started in the year 2001. The department offers B.Tech, M.Tech and P.hD programs that provide students with the knowledge and tools they need to succeed in the Electronics and Communication Engineering. Electronics engineering deals with implementation of applications, principles and algorithms developed among many related fields, for example solid-state physics, radio engineering, telecommunications, control systems, signal processing, systems engineering, computer engineering, instrumentation engineering, electric power control, robotics, and many others. The curriculum is so designed as to give adequate emphasis on the digital processing of information for efficient communication over noisy channels. This branch of Engineering has a key place in the field of computers, Information Technology, Electrical, power system operations, communication systems etc. Hence the job opportunities for Electronics and communication engineers are wide spread across the world.The Department of Electronics and Communication Engineering has always retained high standards and expectations for academic achievement. The department is now meeting the requirement of technological challenges & the technical man power requirement through its updated course curriculum, experienced faculty members, skilled supporting staffs, and with the help of sophisticated laboratories. The department has been strengthened by its reputed faculty members including P.hDs from internationally recognized Universities and organizations. The department has expertise in the areas of Optical Fiber Communication, DSP & Embedded systems, Microelectronics, Instrumentation, Computer Networking, Information Security, Wireless Communication, Microwave Engineering etc. The Department has dedicated faculty members, engaged to enhance the knowledge, skill & talents of the students. Salient Features Well equipped laboratories with modern state of the art facilities.Well-equipped research laboratory with modern instruments and tools like Microwave bench, Klystrons, Spartan FPGA Kits, ASIC, RTOS, Arduino and IoT Development Kits, Xilinx VIVADO System Edition, Keil, MAT Lab, EDWin XP, Cadance ORCAD etc., ensuring our students to meet industrial standards. Empowering students with regular workshops and add on courses. Head of the Department:Prof. Elias Janson K <img src=""https://www.mbcpeermade.com/userfiles/faculty/d535d1e744264362ba091cb019f08996.jpg"">-----------------------------------Other Faculities are: 1)Prof. Tom J Kuriakose                                                                                                                                                                                                                                                                                                                                                                                                          Assistant Professor                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        Area of Specialization:Microwave and Television Engineering <img src=""https://www.mbcpeermade.com/userfiles/faculty/084e67d61b214e229d2ec2530366ea9b.jpg"">----------------------------------------------------------------------------------------2)Prof. Anu Mary Mathew ,Assistant Professor                                                                                                                                                                                                                                                                                                                                                                                                                              Area of Specialization:Applied Electronics <img src=""https://www.mbcpeermade.com/userfiles/faculty/5187230c88c043e4835f1956f99a4327.jpg"">----------------------------------------------------------------------------------------------------------------3)Prof. Mariya Joseph,Assistant Professor
Area of Specialization:Communication Engineering <img src=""https://www.mbcpeermade.com/userfiles/faculty/b2b3e46cc4c445b7a1f647713565e9b7.jpg"">-----------------------------------------------------------------------------------------------------4)Prof. Neethu Susan Rajan,Assistant Professor
Area of Specialization:Communication Systems <img src=""https://www.mbcpeermade.com/userfiles/faculty/62993c4d56da419b9311b7378fcf9db7.jpg"">---------------------------------------------------------------------------------------------------------5)Prof. VISHNU V GOPI,Assistant Professor
Area of Specialization:VLSI & EMBEDDED SYSTEMS <img src=""https://www.mbcpeermade.com/userfiles/faculty/97107683b8fa4d96a5c7f725fda89da9.jpg"">-----------------------------------------------------------------------------------------------------6)Dr. Resmi N C,Assistant Professor
Area of Specialization:Communication Engineering <img src=""https://www.mbcpeermade.com/userfiles/faculty/7b18e34642124ebfb000eeee06c1e7e9.jpg"">----------------------------------------------------------------------------------------------------7)Ms. Julimol Roshy
Lab Instructor
Area of Specialization:Electronics Engineering <img src=""https://www.mbcpeermade.com/userfiles/faculty/296f2d3aab614e99bea1c6c429159254.jpg"">-----------------------------------------------------------------------------------------------------------8)Mr. Bobby George
Senior Lab Instructor
Area of Specialization:Electronics and Communication Engineering<img src=""https://www.mbcpeermade.com/userfiles/faculty/3d99f104f8f743819ca3489bd869f323.jpg"">-----------------------------------------------------------------------------------9)Prof. Almaria Joseph
Assistant Professor
Area of Specialization:Communication Engineering <img src=""https://www.mbcpeermade.com/userfiles/faculty/f513ee2b5dd1444b926d2366c8b9a93d.jpg"">"
Hello,Hi! Nice to se you.Welcome To MBC CHAT BOT.How Can I Help you?
courses offered,"There are mainly Five Streams in BTech,ie Computer Science and Engineering(60 Seats),Electrical and Electronics Engineering(60 Seats),Electronics and Communication Engineering(60 Seats),Civil Engineering(60 Seats),Mechanical Engineering(60 Seats)..Which course do you prefer?<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('CSE Department')"";>CSE</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('EEE Department')"";>EEE</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('EC Department')"";>EC</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('ME Department')"";>ME </a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('CE Department')"";>CE </a><br>.Do you want to join to our college Please fill the google form: <a href=""https://docs.google.com/forms/d/e/1FAIpQLSf3maXO4kXjAXrTYZspGI82bIgOOgE2EGxSjIAGOS4kGbWwsw/viewform"">MBC Registration</a>"
EC Department,"The Electronics and Communication Engineering department was started in the year 2001. The department offers B.Tech, M.Tech and P.hD programs that provide students with the knowledge and tools they need to succeed in the Electronics and Communication Engineering. Electronics engineering deals with implementation of applications, principles and algorithms developed among many related fields, for example solid-state physics, radio engineering, telecommunications, control systems, signal processing, systems engineering, computer engineering, instrumentation engineering, electric power control, robotics, and many others. The curriculum is so designed as to give adequate emphasis on the digital processing of information for efficient communication over noisy channels. This branch of Engineering has a key place in the field of computers, Information Technology, Electrical, power system operations, communication systems etc. Hence the job opportunities for Electronics and communication engineers are wide spread across the world.The Department of Electronics and Communication Engineering has always retained high standards and expectations for academic achievement. The department is now meeting the requirement of technological challenges & the technical man power requirement through its updated course curriculum, experienced faculty members, skilled supporting staffs, and with the help of sophisticated laboratories. The department has been strengthened by its reputed faculty members including P.hDs from internationally recognized Universities and organizations. The department has expertise in the areas of Optical Fiber Communication, DSP & Embedded systems, Microelectronics, Instrumentation, Computer Networking, Information Security, Wireless Communication, Microwave Engineering etc. The Department has dedicated faculty members, engaged to enhance the knowledge, skill & talents of the students. Salient Features Well equipped laboratories with modern state of the art facilities.Well-equipped research laboratory with modern instruments and tools like Microwave bench, Klystrons, Spartan FPGA Kits, ASIC, RTOS, Arduino and IoT Development Kits, Xilinx VIVADO System Edition, Keil, MAT Lab, EDWin XP, Cadance ORCAD etc., ensuring our students to meet industrial standards. Empowering students with regular workshops and add on courses. Head of the Department:Prof. Elias Janson K <img src=""https://www.mbcpeermade.com/userfiles/faculty/d535d1e744264362ba091cb019f08996.jpg"">---------------------------Other Faculities are: 1)Prof. Tom J Kuriakose                                                                                                                                                                                                                                                                                                                                                                                                          Assistant Professor                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        Area of Specialization:Microwave and Television Engineering <img src=""https://www.mbcpeermade.com/userfiles/faculty/084e67d61b214e229d2ec2530366ea9b.jpg"">----------------------------------------------------------------------------------------2)Prof. Anu Mary Mathew ,Assistant Professor                                                                                                                                                                                                                                                                                                                                                                                                                              Area of Specialization:Applied Electronics <img src=""https://www.mbcpeermade.com/userfiles/faculty/5187230c88c043e4835f1956f99a4327.jpg"">----------------------------------------------------------------------------------------------------------------3)Prof. Mariya Joseph,Assistant Professor
Area of Specialization:Communication Engineering <img src=""https://www.mbcpeermade.com/userfiles/faculty/b2b3e46cc4c445b7a1f647713565e9b7.jpg"">-----------------------------------------------------------------------------------------------------4)Prof. Neethu Susan Rajan,Assistant Professor
Area of Specialization:Communication Systems <img src=""https://www.mbcpeermade.com/userfiles/faculty/62993c4d56da419b9311b7378fcf9db7.jpg"">---------------------------------------------------------------------------------------------------------5)Prof. VISHNU V GOPI,Assistant Professor
Area of Specialization:VLSI & EMBEDDED SYSTEMS <img src=""https://www.mbcpeermade.com/userfiles/faculty/97107683b8fa4d96a5c7f725fda89da9.jpg"">-----------------------------------------------------------------------------------------------------6)Dr. Resmi N C,Assistant Professor
Area of Specialization:Communication Engineering <img src=""https://www.mbcpeermade.com/userfiles/faculty/7b18e34642124ebfb000eeee06c1e7e9.jpg"">----------------------------------------------------------------------------------------------------7)Ms. Julimol Roshy
Lab Instructor
Area of Specialization:Electronics Engineering <img src=""https://www.mbcpeermade.com/userfiles/faculty/296f2d3aab614e99bea1c6c429159254.jpg"">-----------------------------------------------------------------------------------------------------------8)Mr. Bobby George
Senior Lab Instructor
Area of Specialization:Electronics and Communication Engineering<img src=""https://www.mbcpeermade.com/userfiles/faculty/3d99f104f8f743819ca3489bd869f323.jpg"">-----------------------------------------------------------------------------------9)Prof. Almaria Joseph
Assistant Professor
Area of Specialization:Communication Engineering <img src=""https://www.mbcpeermade.com/userfiles/faculty/f513ee2b5dd1444b926d2366c8b9a93d.jpg"">"
Hello,Hi! Nice to se you.Welcome To MBC CHAT BOT.How Can I Help you?
courses offered,"There are mainly Five Streams in BTech,ie Computer Science and Engineering(60 Seats),Electrical and Electronics Engineering(60 Seats),Electronics and Communication Engineering(60 Seats),Civil Engineering(60 Seats),Mechanical Engineering(60 Seats)..Which course do you prefer?<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('CSE Department')"";>CSE</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('EEE Department')"";>EEE</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('EC Department')"";>EC</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('ME Department')"";>ME </a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('CE Department')"";>CE </a><br>.Do you want to join to our college Please fill the google form: <a href=""https://docs.google.com/forms/d/e/1FAIpQLSf3maXO4kXjAXrTYZspGI82bIgOOgE2EGxSjIAGOS4kGbWwsw/viewform"">MBC Registration</a>"
EC Department,"The Electronics and Communication Engineering department was started in the year 2001. The department offers B.Tech, M.Tech and P.hD programs that provide students with the knowledge and tools they need to succeed in the Electronics and Communication Engineering. Electronics engineering deals with implementation of applications, principles and algorithms developed among many related fields, for example solid-state physics, radio engineering, telecommunications, control systems, signal processing, systems engineering, computer engineering, instrumentation engineering, electric power control, robotics, and many others. The curriculum is so designed as to give adequate emphasis on the digital processing of information for efficient communication over noisy channels. This branch of Engineering has a key place in the field of computers, Information Technology, Electrical, power system operations, communication systems etc. Hence the job opportunities for Electronics and communication engineers are wide spread across the world.The Department of Electronics and Communication Engineering has always retained high standards and expectations for academic achievement. The department is now meeting the requirement of technological challenges & the technical man power requirement through its updated course curriculum, experienced faculty members, skilled supporting staffs, and with the help of sophisticated laboratories. The department has been strengthened by its reputed faculty members including P.hDs from internationally recognized Universities and organizations. The department has expertise in the areas of Optical Fiber Communication, DSP & Embedded systems, Microelectronics, Instrumentation, Computer Networking, Information Security, Wireless Communication, Microwave Engineering etc. The Department has dedicated faculty members, engaged to enhance the knowledge, skill & talents of the students. Salient Features Well equipped laboratories with modern state of the art facilities.Well-equipped research laboratory with modern instruments and tools like Microwave bench, Klystrons, Spartan FPGA Kits, ASIC, RTOS, Arduino and IoT Development Kits, Xilinx VIVADO System Edition, Keil, MAT Lab, EDWin XP, Cadance ORCAD etc., ensuring our students to meet industrial standards. Empowering students with regular workshops and add on courses. Head of the Department:Prof. Elias Janson K <img src=""https://www.mbcpeermade.com/userfiles/faculty/d535d1e744264362ba091cb019f08996.jpg"">---------------------------Other Faculities are: 1)Prof. Tom J Kuriakose                                                                                                                                                                                                                                                                                                                                                                                                             Assistant Professor                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        Area of Specialization:Microwave and Television Engineering <img src=""https://www.mbcpeermade.com/userfiles/faculty/084e67d61b214e229d2ec2530366ea9b.jpg"">----------------------------------------------------------------------------------------2)Prof. Anu Mary Mathew ,Assistant Professor                                                                                                                                                                                                                                                                                                                                                                                                                  Area of Specialization:Applied Electronics <img src=""https://www.mbcpeermade.com/userfiles/faculty/5187230c88c043e4835f1956f99a4327.jpg"">----------------------------------------------------------------------------------------------------------------3)Prof. Mariya Joseph,Assistant ProfessorArea of Specialization:Communication Engineering <img src=""https://www.mbcpeermade.com/userfiles/faculty/b2b3e46cc4c445b7a1f647713565e9b7.jpg"">-----------------------------------------------------------------------------------------------------4)Prof. Neethu Susan Rajan,Assistant Professor
Area of Specialization:Communication Systems <img src=""https://www.mbcpeermade.com/userfiles/faculty/62993c4d56da419b9311b7378fcf9db7.jpg"">---------------------------------------------------------------------------------------------------------5)Prof. VISHNU V GOPI,Assistant Professor Area of Specialization:VLSI & EMBEDDED SYSTEMS <img src=""https://www.mbcpeermade.com/userfiles/faculty/97107683b8fa4d96a5c7f725fda89da9.jpg"">-----------------------------------------------------------------------------------------------------6)Dr. Resmi N C,Assistant Professor
Area of Specialization:Communication Engineering <img src=""https://www.mbcpeermade.com/userfiles/faculty/7b18e34642124ebfb000eeee06c1e7e9.jpg"">----------------------------------------------------------------------------------------------------7)Ms. Julimol Roshy
Lab Instructor
Area of Specialization:Electronics Engineering <img src=""https://www.mbcpeermade.com/userfiles/faculty/296f2d3aab614e99bea1c6c429159254.jpg"">-----------------------------------------------------------------------------------------------------------8)Mr. Bobby George
Senior Lab Instructor
Area of Specialization:Electronics and Communication Engineering<img src=""https://www.mbcpeermade.com/userfiles/faculty/3d99f104f8f743819ca3489bd869f323.jpg"">-----------------------------------------------------------------------------------9)Prof. Almaria Joseph
Assistant Professor
Area of Specialization:Communication Engineering <img src=""https://www.mbcpeermade.com/userfiles/faculty/f513ee2b5dd1444b926d2366c8b9a93d.jpg"">"
Hello,Hi! Nice to se you.Welcome To MBC CHAT BOT.How Can I Help you?
courses offered,"There are mainly Five Streams in BTech,ie Computer Science and Engineering(60 Seats),Electrical and Electronics Engineering(60 Seats),Electronics and Communication Engineering(60 Seats),Civil Engineering(60 Seats),Mechanical Engineering(60 Seats)..Which course do you prefer?<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('CSE Department')"";>CSE</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('EEE Department')"";>EEE</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('EC Department')"";>EC</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('ME Department')"";>ME </a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('CE Department')"";>CE </a><br>.Do you want to join to our college Please fill the google form: <a href=""https://docs.google.com/forms/d/e/1FAIpQLSf3maXO4kXjAXrTYZspGI82bIgOOgE2EGxSjIAGOS4kGbWwsw/viewform"">MBC Registration</a>"
