Hello,Hi! Nice to se you.Welcome To MBC CHAT BOT.How Can I Help you?
thank you for your valuable information about the college,It was my duty to reveal informations about the college with you.Do you Want to join to our College.
yes,"Thank you for your interest to join to our college.Which course do you prefer?<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('CSE Department')"";>CSE</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('EEE Department')"";>EEE</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('EC Department')"";>EC</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('ME Department')"";>ME </a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('CE Department')"";>CE </a><br>"
CSE Department,"The Computer Science Engineering degree programme at MBC is specifically designed for those students who want a special emphasis on both the hardware and software sector associated with the incorporation of digital devices and microprocessors into various systems and products. The mission of the dept. with its qualified and experienced teaching community, is to bring out high caliber professionals with confidence to create a better world with a perfect blend of technical excellence, technological achievement, communication skills and human values.The department is equipped with infrastructure and facilities to match the very best in the country. The department remains committed towards its vision and mission. The department also takes initiative in conducting co-curricular and extracurricular activities along with the academics.The Department currently has twelve faculty members. Faculty members are highly qualified and exposed in specialized areas. The fast changing scenario in Information Technology necesssitates the Department to actively extend its research and development activities that include the major areas of research in Computer Science. To enhnace knowledge the Department frequently conduct technical invited talks, seminars, workshops and development programs.The Department has successsfully setup an IoT Lab facility, under the IoT Reseach Group.                                                                                                                                                          Head of Department:Pof.Annie Chacko  <img src=""https://www.mbcpeermade.com/userfiles/faculty/ea94e05af0024214aee91966b6096a40.jpg"">                                                                                                                                                                                                                                                                                                                Other faculities are:                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                1)Dr. Shibu K R
Associate Professor
Area of Specialization:Wireless Ad-Hoc Networks <img src=""https://www.mbcpeermade.com/userfiles/faculty/3043e3e58f0747dbb9bf86c6ee005595.jpg"">---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
2)Prof. Josmy George
Assistant Professor
Area of Specialization:Object Oriented Programming, Web Security.<img src=""https://www.mbcpeermade.com/userfiles/faculty/825d0f130bfd486ebb8192b71b5ada21.jpg"">----------------------------------------------------------------------------------------------------------------------------------------------------------
3)Prof. Ushus Mariya Joseph
Assistant Professor<img src=""https://www.mbcpeermade.com/userfiles/faculty/99e397bd62134928b693cab00901259e.jpg"">----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
4)Prof. Sijimol A.S.
Assistant Professor
Area of Specialization:Computer Networks, Soft Computing, Object Oriented Programming <img src=""https://www.mbcpeermade.com/userfiles/faculty/d4b8f3ffc7f04b81b31fd66926103326.jpg"">-------------------------------------------------------------------------------------------------------------------------------                                                                                                                                                                                                                                                                                                                                          5)Rahul Ajithkumar
Assistant Professor
Area of Specialization:IoT, Machine Learning <img src=""https://www.mbcpeermade.com/userfiles/faculty/551d3662d5b1451b980ccd0a84cbb197.jpg"" >--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------                                                                                                                                                                                                                                                                                                                                                                                                                            6)Anju Rachel Oommen
Assistant Professor
Area of Specialization:Image Processing, Compiler Design<img src=""https://www.mbcpeermade.com/userfiles/faculty/08643b31c5dc44429db4c7f72d83a8ba.jpg"">------------------------------------------------------------------------------------------------------------------------------------------------------------------------                                                                                                                                                                                                                                                                                                                                                                                                        7)Aryalakshmi R.
Assistant Professor
Area of Specialization:Web Application Security Machine Learning <img src=""https://www.mbcpeermade.com/userfiles/faculty/4795b28c1d754281bff089def043a7a0.jpg"">   -----------------------------------------------------------------------------------------------------------------------------------------------------------                                                                                                                                                                                                                                                                                                                                                                                           8)Detty M Panicker
Assistant Professor
Area of Specialization:Machine Learning, operating systems, Embedded Systems <img src=""https://www.mbcpeermade.com/userfiles/faculty/2d6eae50ee8b40719b13916a57e9e0fb.jpg"">-----------------------------------------------------------------------------------------------------------------------------------------                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     9)Mr. Deepu Jacob
System Administrator
Area of Specialization-:Computer Applications, Computer Hardware , Networking & Security <img src=""https://www.mbcpeermade.com/userfiles/faculty/4005aa902c9c4b21b594dda9e437d323.jpg"">----------------------------------------------------------------------------------------------------------------------------                                                                                                                                                                                                    
10)Ms. Thejal Laly Jose
Area of Specialization:Computer Programming, Operating Systems <img src=""https://www.mbcpeermade.com/userfiles/faculty/c0299af0f35e4c81b8683cca4f0563e8.jpg"">--------------------------------------------------------------------------------------------------------------------------------------------------------------                                                                                                                                                                                                                                                                                                                                                                                         11)Ms. Jomy Alex
Lab Instructor 
Area of Specialization:Computer Programming, Computer Application <img src=""https://www.mbcpeermade.com/userfiles/faculty/bdc6ac5d821741d0b266bb81df19dd73.jpg"">-------------------------------------------------------------------------------------------------------------------------------------------------------                                                                                                                                                                                                                                                                                                                                                                                 12)Ms. Asha V K
Lab Instructor <img src=""https://www.mbcpeermade.com/userfiles/faculty/ea22158f7aa0443dba629665ced966a1.jpg"">-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------                                                                                                                                                                                                                                                                                                                                                                                   13)Mr. Manoj Mathew
Lab Instructor
Area of Specialization:Computer Programming, Computer Hardware<img src=""https://www.mbcpeermade.com/userfiles/faculty/3a6e0e97478f4d3d99b460c039a01188.jpg"">                                                                                                                                                               "
Hello,Hi! Nice to se you.Welcome To MBC CHAT BOT.How Can I Help you?
thank you for your valuable information about the college,It was my duty to reveal informations about the college with you.Do you Want to join to our College.
yes,"Thank you for your interest to join to our college.Which course do you prefer?<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('CSE Department')"";>CSE</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('EEE Department')"";>EEE</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('EC Department')"";>EC</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('ME Department')"";>ME </a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('CE Department')"";>CE </a><br>"
CSE Department,"The Computer Science Engineering degree programme at MBC is specifically designed for those students who want a special emphasis on both the hardware and software sector associated with the incorporation of digital devices and microprocessors into various systems and products. The mission of the dept. with its qualified and experienced teaching community, is to bring out high caliber professionals with confidence to create a better world with a perfect blend of technical excellence, technological achievement, communication skills and human values.The department is equipped with infrastructure and facilities to match the very best in the country. The department remains committed towards its vision and mission. The department also takes initiative in conducting co-curricular and extracurricular activities along with the academics.The Department currently has twelve faculty members. Faculty members are highly qualified and exposed in specialized areas. The fast changing scenario in Information Technology necesssitates the Department to actively extend its research and development activities that include the major areas of research in Computer Science. To enhnace knowledge the Department frequently conduct technical invited talks, seminars, workshops and development programs.The Department has successsfully setup an IoT Lab facility, under the IoT Reseach Group.--------------------------------------------------------------------------------------------------                                                                                                                                                          Head of Department:Pof.Annie Chacko  <img src=""https://www.mbcpeermade.com/userfiles/faculty/ea94e05af0024214aee91966b6096a40.jpg"">---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------                                                                                                                                                                                                                                                                                                              Other faculities are:------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 1)Dr. Shibu K R
Associate Professor
Area of Specialization:Wireless Ad-Hoc Networks <img src=""https://www.mbcpeermade.com/userfiles/faculty/3043e3e58f0747dbb9bf86c6ee005595.jpg"">---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
2)Prof. Josmy George
Assistant Professor
Area of Specialization:Object Oriented Programming, Web Security.<img src=""https://www.mbcpeermade.com/userfiles/faculty/825d0f130bfd486ebb8192b71b5ada21.jpg"">----------------------------------------------------------------------------------------------------------------------------------------------------------
3)Prof. Ushus Mariya Joseph
Assistant Professor<img src=""https://www.mbcpeermade.com/userfiles/faculty/99e397bd62134928b693cab00901259e.jpg"">----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
4)Prof. Sijimol A.S.
Assistant Professor
Area of Specialization:Computer Networks, Soft Computing, Object Oriented Programming <img src=""https://www.mbcpeermade.com/userfiles/faculty/d4b8f3ffc7f04b81b31fd66926103326.jpg"">-------------------------------------------------------------------------------------------------------------------------------                                                                                                                                                                                                                                                                                                                                          5)Rahul Ajithkumar
Assistant Professor
Area of Specialization:IoT, Machine Learning <img src=""https://www.mbcpeermade.com/userfiles/faculty/551d3662d5b1451b980ccd0a84cbb197.jpg"" >--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------                                                                                                                                                                                                                                                                                                                                                                                                                            6)Anju Rachel Oommen
Assistant Professor
Area of Specialization:Image Processing, Compiler Design<img src=""https://www.mbcpeermade.com/userfiles/faculty/08643b31c5dc44429db4c7f72d83a8ba.jpg"">------------------------------------------------------------------------------------------------------------------------------------------------------------------------                                                                                                                                                                                                                                                                                                                                                                                                        7)Aryalakshmi R.
Assistant Professor
Area of Specialization:Web Application Security Machine Learning <img src=""https://www.mbcpeermade.com/userfiles/faculty/4795b28c1d754281bff089def043a7a0.jpg"">   -----------------------------------------------------------------------------------------------------------------------------------------------------------                                                                                                                                                                                                                                                                                                                                                                                           8)Detty M Panicker
Assistant Professor
Area of Specialization:Machine Learning, operating systems, Embedded Systems <img src=""https://www.mbcpeermade.com/userfiles/faculty/2d6eae50ee8b40719b13916a57e9e0fb.jpg"">-----------------------------------------------------------------------------------------------------------------------------------------                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     9)Mr. Deepu Jacob
System Administrator
Area of Specialization-:Computer Applications, Computer Hardware , Networking & Security <img src=""https://www.mbcpeermade.com/userfiles/faculty/4005aa902c9c4b21b594dda9e437d323.jpg"">----------------------------------------------------------------------------------------------------------------------------                                                                                                                                                                                                    
10)Ms. Thejal Laly Jose
Area of Specialization:Computer Programming, Operating Systems <img src=""https://www.mbcpeermade.com/userfiles/faculty/c0299af0f35e4c81b8683cca4f0563e8.jpg"">--------------------------------------------------------------------------------------------------------------------------------------------------------------                                                                                                                                                                                                                                                                                                                                                                                         11)Ms. Jomy Alex
Lab Instructor 
Area of Specialization:Computer Programming, Computer Application <img src=""https://www.mbcpeermade.com/userfiles/faculty/bdc6ac5d821741d0b266bb81df19dd73.jpg"">-------------------------------------------------------------------------------------------------------------------------------------------------------                                                                                                                                                                                                                                                                                                                                                                                 12)Ms. Asha V K
Lab Instructor <img src=""https://www.mbcpeermade.com/userfiles/faculty/ea22158f7aa0443dba629665ced966a1.jpg"">-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------                                                                                                                                                                                                                                                                                                                                                                                   13)Mr. Manoj Mathew
Lab Instructor
Area of Specialization:Computer Programming, Computer Hardware<img src=""https://www.mbcpeermade.com/userfiles/faculty/3a6e0e97478f4d3d99b460c039a01188.jpg"">                                                                                                                                                               "
Hello,Hi! Nice to se you.Welcome To MBC CHAT BOT.How Can I Help you?
thank you for your valuable information about the college,It was my duty to reveal informations about the college with you.Do you Want to join to our College.
yes,"Thank you for your interest to join to our college.Which course do you prefer?<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('CSE Department')"";>CSE</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('EEE Department')"";>EEE</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('EC Department')"";>EC</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('ME Department')"";>ME </a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('CE Department')"";>CE </a><br>"
CSE Department,"The Computer Science Engineering degree programme at MBC is specifically designed for those students who want a special emphasis on both the hardware and software sector associated with the incorporation of digital devices and microprocessors into various systems and products. The mission of the dept. with its qualified and experienced teaching community, is to bring out high caliber professionals with confidence to create a better world with a perfect blend of technical excellence, technological achievement, communication skills and human values.The department is equipped with infrastructure and facilities to match the very best in the country. The department remains committed towards its vision and mission. The department also takes initiative in conducting co-curricular and extracurricular activities along with the academics.The Department currently has twelve faculty members. Faculty members are highly qualified and exposed in specialized areas. The fast changing scenario in Information Technology necesssitates the Department to actively extend its research and development activities that include the major areas of research in Computer Science. To enhnace knowledge the Department frequently conduct technical invited talks, seminars, workshops and development programs.The Department has successsfully setup an IoT Lab facility, under the IoT Reseach Group.--------------------------------------------------------------------------------------------------                                                                                                                                                          Head of Department:Pof.Annie Chacko  <img src=""https://www.mbcpeermade.com/userfiles/faculty/ea94e05af0024214aee91966b6096a40.jpg"">---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------                                                                                                                                                                                                                                                                                                              Other faculities are:------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 1)Dr. Shibu K R
Associate Professor
Area of Specialization:Wireless Ad-Hoc Networks <img src=""https://www.mbcpeermade.com/userfiles/faculty/3043e3e58f0747dbb9bf86c6ee005595.jpg"">---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
2)Prof. Josmy George
Assistant Professor
Area of Specialization:Object Oriented Programming, Web Security.<img src=""https://www.mbcpeermade.com/userfiles/faculty/825d0f130bfd486ebb8192b71b5ada21.jpg"">----------------------------------------------------------------------------------------------------------------------------------------------------------
3)Prof. Ushus Mariya Joseph
Assistant Professor<img src=""https://www.mbcpeermade.com/userfiles/faculty/99e397bd62134928b693cab00901259e.jpg"">----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
4)Prof. Sijimol A.S.
Assistant Professor
Area of Specialization:Computer Networks, Soft Computing, Object Oriented Programming <img src=""https://www.mbcpeermade.com/userfiles/faculty/d4b8f3ffc7f04b81b31fd66926103326.jpg"">-------------------------------------------------------------------------------------------------------------------------------                                                                                                                                                                                                                                                                                                                                          5)Rahul Ajithkumar
Assistant Professor
Area of Specialization:IoT, Machine Learning <img src=""https://www.mbcpeermade.com/userfiles/faculty/551d3662d5b1451b980ccd0a84cbb197.jpg"" >--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------                                                                                                                                                                                                                                                                                                                                                                                                                            6)Anju Rachel Oommen
Assistant Professor
Area of Specialization:Image Processing, Compiler Design<img src=""https://www.mbcpeermade.com/userfiles/faculty/08643b31c5dc44429db4c7f72d83a8ba.jpg"">----------------------------------------------------------------------------------------------------                                                                                                                                                                                                                                                                                                                                                                                                        7)Aryalakshmi R.
Assistant Professor
Area of Specialization:Web Application Security Machine Learning <img src=""https://www.mbcpeermade.com/userfiles/faculty/4795b28c1d754281bff089def043a7a0.jpg"">   -----------------------------------------------------------------------------------------------------------------------------------------------------------                                                                                                                                                                                                                                                                                                                                                                                           8)Detty M Panicker
Assistant Professor
Area of Specialization:Machine Learning, operating systems, Embedded Systems <img src=""https://www.mbcpeermade.com/userfiles/faculty/2d6eae50ee8b40719b13916a57e9e0fb.jpg"">-----------------------------------------------------------------------------------------------------------------------------------------                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     9)Mr. Deepu Jacob
System Administrator
Area of Specialization-:Computer Applications, Computer Hardware , Networking & Security <img src=""https://www.mbcpeermade.com/userfiles/faculty/4005aa902c9c4b21b594dda9e437d323.jpg"">----------------------------------------------------------------------------------------------------------------------------                                                                                                                                                                                                    
10)Ms. Thejal Laly Jose
Area of Specialization:Computer Programming, Operating Systems <img src=""https://www.mbcpeermade.com/userfiles/faculty/c0299af0f35e4c81b8683cca4f0563e8.jpg"">--------------------------------------------------------------------------------------------------------------------------------------------------------------                                                                                                                                                                                                                                                                                                                                                                                         11)Ms. Jomy Alex
Lab Instructor 
Area of Specialization:Computer Programming, Computer Application <img src=""https://www.mbcpeermade.com/userfiles/faculty/bdc6ac5d821741d0b266bb81df19dd73.jpg"">-------------------------------------------------------------------------------------------------------------------------------------------------------                                                                                                                                                                                                                                                                                                                                                                                 12)Ms. Asha V K
Lab Instructor <img src=""https://www.mbcpeermade.com/userfiles/faculty/ea22158f7aa0443dba629665ced966a1.jpg"">-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------                                                                                                                                                                                                                                                                                                                                                                                   13)Mr. Manoj Mathew
Lab Instructor
Area of Specialization:Computer Programming, Computer Hardware<img src=""https://www.mbcpeermade.com/userfiles/faculty/3a6e0e97478f4d3d99b460c039a01188.jpg"">                                                                                                                                                               "
Hello,Hi! Nice to se you.Welcome To MBC CHAT BOT.How Can I Help you?
thank you for your valuable information about the college,It was my duty to reveal informations about the college with you.Do you Want to join to our College.
yes,"Thank you for your interest to join to our college.Which course do you prefer?<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('CSE Department')"";>CSE</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('EEE Department')"";>EEE</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('EC Department')"";>EC</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('ME Department')"";>ME </a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('CE Department')"";>CE </a><br>"
CSE Department,"The Computer Science Engineering degree programme at MBC is specifically designed for those students who want a special emphasis on both the hardware and software sector associated with the incorporation of digital devices and microprocessors into various systems and products. The mission of the dept. with its qualified and experienced teaching community, is to bring out high caliber professionals with confidence to create a better world with a perfect blend of technical excellence, technological achievement, communication skills and human values.The department is equipped with infrastructure and facilities to match the very best in the country. The department remains committed towards its vision and mission. The department also takes initiative in conducting co-curricular and extracurricular activities along with the academics.The Department currently has twelve faculty members. Faculty members are highly qualified and exposed in specialized areas. The fast changing scenario in Information Technology necesssitates the Department to actively extend its research and development activities that include the major areas of research in Computer Science. To enhnace knowledge the Department frequently conduct technical invited talks, seminars, workshops and development programs.The Department has successsfully setup an IoT Lab facility, under the IoT Reseach Group.--------------------------------------------------------------------------------------------------                                                                                                                                                          Head of Department:Pof.Annie Chacko  <img src=""https://www.mbcpeermade.com/userfiles/faculty/ea94e05af0024214aee91966b6096a40.jpg"">---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------                                                                                                                                                                                                                                                                                                              Other faculities are:------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 1)Dr. Shibu K R
Associate Professor
Area of Specialization:Wireless Ad-Hoc Networks <img src=""https://www.mbcpeermade.com/userfiles/faculty/3043e3e58f0747dbb9bf86c6ee005595.jpg"">---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
2)Prof. Josmy George
Assistant Professor
Area of Specialization:Object Oriented Programming, Web Security.<img src=""https://www.mbcpeermade.com/userfiles/faculty/825d0f130bfd486ebb8192b71b5ada21.jpg"">----------------------------------------------------------------------------------------------------------------------------------------------------------
3)Prof. Ushus Mariya Joseph
Assistant Professor<img src=""https://www.mbcpeermade.com/userfiles/faculty/99e397bd62134928b693cab00901259e.jpg"">----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
4)Prof. Sijimol A.S.
Assistant Professor
Area of Specialization:Computer Networks, Soft Computing, Object Oriented Programming <img src=""https://www.mbcpeermade.com/userfiles/faculty/d4b8f3ffc7f04b81b31fd66926103326.jpg"">------------------------------------------------------------                                                                                                                                                                                                                                                                                                                                          5)Rahul Ajithkumar
Assistant Professor
Area of Specialization:IoT, Machine Learning <img src=""https://www.mbcpeermade.com/userfiles/faculty/551d3662d5b1451b980ccd0a84cbb197.jpg"" >--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------                                                                                                                                                                                                                                                                                                                                                                                                                            6)Anju Rachel Oommen
Assistant Professor
Area of Specialization:Image Processing, Compiler Design<img src=""https://www.mbcpeermade.com/userfiles/faculty/08643b31c5dc44429db4c7f72d83a8ba.jpg"">----------------------------------------------------------------------------------------------------                                                                                                                                                                                                                                                                                                                                                                                                        7)Aryalakshmi R.
Assistant Professor
Area of Specialization:Web Application Security Machine Learning <img src=""https://www.mbcpeermade.com/userfiles/faculty/4795b28c1d754281bff089def043a7a0.jpg"">   -----------------------------------------------------------------------------------------------------------------------------------------------------------                                                                                                                                                                                                                                                                                                                                                                                           8)Detty M Panicker
Assistant Professor
Area of Specialization:Machine Learning, operating systems, Embedded Systems <img src=""https://www.mbcpeermade.com/userfiles/faculty/2d6eae50ee8b40719b13916a57e9e0fb.jpg"">-----------------------------------------------------------------------------------------------------------------------------------------                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     9)Mr. Deepu Jacob
System Administrator
Area of Specialization-:Computer Applications, Computer Hardware , Networking & Security <img src=""https://www.mbcpeermade.com/userfiles/faculty/4005aa902c9c4b21b594dda9e437d323.jpg"">----------------------------------------------------------------------------------------------------------------------------                                                                                                                                                                                                    
10)Ms. Thejal Laly Jose
Area of Specialization:Computer Programming, Operating Systems <img src=""https://www.mbcpeermade.com/userfiles/faculty/c0299af0f35e4c81b8683cca4f0563e8.jpg"">--------------------------------------------------------------------------------------------------------------------------------------------------------------                                                                                                                                                                                                                                                                                                                                                                                         11)Ms. Jomy Alex
Lab Instructor 
Area of Specialization:Computer Programming, Computer Application <img src=""https://www.mbcpeermade.com/userfiles/faculty/bdc6ac5d821741d0b266bb81df19dd73.jpg"">-------------------------------------------------------------------------------------------------------------------------------------------------------                                                                                                                                                                                                                                                                                                                                                                                 12)Ms. Asha V K
Lab Instructor <img src=""https://www.mbcpeermade.com/userfiles/faculty/ea22158f7aa0443dba629665ced966a1.jpg"">-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------                                                                                                                                                                                                                                                                                                                                                                                   13)Mr. Manoj Mathew
Lab Instructor
Area of Specialization:Computer Programming, Computer Hardware<img src=""https://www.mbcpeermade.com/userfiles/faculty/3a6e0e97478f4d3d99b460c039a01188.jpg"">                                                                                                                                                               "
